gis_join,time
G2200950,0.37659120559692383
G1200670,0.3369300365447998
G1200650,0.1379692554473877
G4804790,0.12858796119689941
G2800470,0.1955111026763916
G4805070,0.46466827392578125
G4800130,0.29006218910217285
G0400120,0.42382240295410156
G4800430,0.14499402046203613
G0600730,0.2891993522644043
G4802450,0.19676470756530762
G4801490,0.2789442539215088
G0100030,0.1425487995147705
G1201330,0.4038224220275879
G4800910,0.19964385032653809
G4800470,0.4344630241394043
G4800210,0.19257116317749023
G1200850,0.22738051414489746
G2800450,0.15696430206298828
G2201050,0.4220402240753174
G1200690,0.30272722244262695
G4803110,0.36322855949401855
G2201030,0.44288015365600586
G1200450,0.15724468231201172
G4802970,0.1859283447265625
G4803250,0.30204129219055176
G1301270,0.26998138427734375
G4804930,0.38692188262939453
G1200950,0.2801382541656494
G4800610,0.18055486679077148
G1200090,0.11428475379943848
G4804630,0.12799334526062012
G1200310,0.2505378723144531
G4800070,0.19881081581115723
G1200150,0.25962162017822266
G4801630,0.17169618606567383
G1200970,0.2647743225097656
G2200710,0.1421806812286377
G2200630,0.37073731422424316
G2200230,0.4376235008239746
G1201190,0.2276768684387207
G1200430,0.4256460666656494
G1200860,0.2982628345489502
G4802550,0.25685596466064453
G0600270,0.2623271942138672
G1200550,0.3676788806915283
G4804270,0.34400010108947754
G2200010,0.2547016143798828
G4803550,0.3176445960998535
G4804530,0.13042688369750977
G2201090,0.40358448028564453
G1201010,0.38875484466552734
G4801770,0.1160433292388916
G0600710,0.34510087966918945
G1200230,0.20778489112854004
G4803210,0.33092641830444336
G2200990,0.4002835750579834
G2200570,0.2588837146759033
G4802830,0.13059306144714355
G0400210,0.20876717567443848
G4801570,0.3356282711029053
G4801230,0.4709646701812744
G2200530,0.12596893310546875
G1201210,0.3938560485839844
G3200170,0.1153724193572998
G1200930,0.360858678817749
G2200450,0.13875079154968262
G1201070,0.2121119499206543
G1201050,0.21228909492492676
G1200470,0.34247851371765137
G1200270,0.2773444652557373
G4802390,0.389202356338501
G1200070,0.18693065643310547
G1201170,0.43531084060668945
G4801850,0.12897491455078125
G2200190,0.2356128692626953
G2200510,0.47789812088012695
G4800410,0.2685697078704834
G4803610,0.38048386573791504
G1200410,0.2610306739807129
G1200610,0.13448214530944824
G4803230,0.1968705654144287
G1200350,0.22634100914001465
G4800250,0.4196789264678955
G4800710,0.23158860206604004
G4804430,0.22474193572998047
G4801270,0.2549426555633545
G1200530,0.17138266563415527
G1200830,0.14296293258666992
G1200750,0.16026997566223145
G0400070,0.15293049812316895
G1201270,0.41401243209838867
G4800570,0.1473548412322998
G0400270,0.37119364738464355
G1200990,0.17896819114685059
G4801870,0.17753314971923828
G2201130,0.2513906955718994
G1200210,0.4537179470062256
G1201110,0.5016036033630371
G4801310,0.21991539001464844
G1201290,0.12939453125
G1200810,0.2216498851776123
G4803390,0.30120182037353516
G1301790,0.27210330963134766
G1302990,0.12370610237121582
G1200010,0.1149592399597168
G1201030,0.1946122646331787
G0400130,0.1530451774597168
G4803770,0.16878700256347656
G4800150,0.2600274085998535
G4801670,0.17475104331970215
G1201130,0.23877835273742676
G4804770,0.2661879062652588
G4802850,0.4327428340911865
G1200330,0.16297674179077148
G4802910,0.20307612419128418
G4800290,0.2098243236541748
G1300390,0.2690086364746094
G1201250,0.29017114639282227
G2800590,0.37061548233032227
G1200490,0.14091253280639648
G3200030,0.18620800971984863
G2200930,0.19220662117004395
G2200070,0.22622227668762207
G4804650,0.13283658027648926
G4805050,0.18943524360656738
G1200110,0.3182971477508545
G1300490,0.36035728454589844
G1201090,0.3470895290374756
G0400250,0.25663113594055176
G4804810,0.11148262023925781
G1200370,0.3060457706451416
G1200570,0.1918196678161621
G1201310,0.4168362617492676
G4802490,0.42830324172973633
G0600650,0.18409085273742676
G4804730,0.22193074226379395
G0400150,0.19430184364318848
G1200510,0.24841976165771484
G4801750,0.33522987365722656
G4802730,0.12937474250793457
G1301910,0.17550110816955566
G1201230,0.34754276275634766
G0600290,0.25693750381469727
G1200710,0.18700814247131348
G2201010,0.20040440559387207
G2200970,0.19530439376831055
G0600250,0.3079502582550049
G4804690,0.3697504997253418
G4802610,0.18720149993896484
G4800890,0.2859821319580078
G1201150,0.2655520439147949
G0100970,0.27057385444641113
G2200750,0.21973156929016113
G4804890,0.14292335510253906
G1200910,0.27509021759033203
G4802010,0.23363232612609863
G0400190,0.1344296932220459
G1200790,0.12256169319152832
G1200190,0.4354422092437744
G4800390,0.4378073215484619
G4802870,0.2507765293121338
G1200030,0.1989727020263672
G4802710,0.23958826065063477
G4802150,0.44534730911254883
G4802470,0.1410534381866455
G4803910,0.39626646041870117
G4804090,0.3202636241912842
G4800550,0.2795755863189697
G2200890,0.22702312469482422
G1200770,0.3337366580963135
G1200050,0.3577084541320801
G1200170,0.2734410762786865
G2200870,0.3524465560913086
G1200890,0.21432709693908691
