gis_join,time
G5300470,19.03857970237732
G3100270,13.897066593170166
G3900610,12.079943180084229
G3101110,0.5903327465057373
G2600550,9.375532627105713
G2900210,9.938854217529297
G2701410,12.101527690887451
G5401010,30.337722063064575
G3101830,21.75097155570984
G4201170,6.647702693939209
G3100310,11.075066804885864
G0800870,8.730593204498291
G2601370,10.056593418121338
G3200310,33.589821577072144
G3901190,11.464017391204834
G3100650,10.312920093536377
G2901470,5.824103116989136
G3100150,11.986480951309204
G3000170,10.678966522216797
G4201290,2.500105381011963
G2000690,16.59031057357788
G0800470,9.304568529129028
G3400110,15.897558689117432
G2901830,10.855948686599731
G4600890,5.249014377593994
G2902150,2.2030677795410156
G2600650,11.046947717666626
G5100610,10.690799713134766
G4900110,14.362809658050537
G3701710,10.428287029266357
G0800170,19.43621325492859
G2701110,2.1200785636901855
G2700730,9.997435092926025
G2901610,11.989856958389282
G5500910,7.9088873863220215
G5300230,11.237684488296509
G1901970,5.275153636932373
G5300690,3.2401556968688965
G2101630,19.77678418159485
G0800110,9.793601274490356
G2700330,9.868533849716187
G0801030,0.596703290939331
G4701730,10.415372371673584
G5600030,9.80454683303833
G3100330,1.1977789402008057
G3000410,9.69845461845398
G2600730,20.412553310394287
G2000650,10.48253870010376
G1600130,0.8579645156860352
G3600310,9.979937553405762
G2000710,9.929340124130249
G2500170,10.770639896392822
G3000470,13.586061954498291
G3600330,3.4177072048187256
G1700330,11.304843425750732
G2100290,11.36854863166809
G3900530,3.6746602058410645
G5400910,10.40811014175415
G3101370,10.969963550567627
G2001650,14.773815631866455
G2601230,17.275538444519043
G5100910,11.691807508468628
G3600250,16.835346221923828
G5500590,4.8620054721832275
G2300190,10.285205841064453
G4201270,11.585479021072388
G5101250,2.099759817123413
G4600830,10.521517515182495
G2600290,10.725426197052002
G4200630,1.3337950706481934
G2000230,10.954341888427734
G1900210,1.5238089561462402
G3901490,31.266608476638794
G2601350,10.194583177566528
G5100490,19.503689289093018
G1700830,1.6449902057647705
G1801550,1.1388130187988281
G5500570,9.919483423233032
G3101530,19.433558225631714
G1701590,10.824990272521973
G2900810,12.59329605102539
G4001390,7.37854790687561
G1701170,2.60874080657959
G1701070,9.381068229675293
G5101770,10.999406099319458
G1801290,11.066906452178955
G3800590,8.87132716178894
G3800270,8.161257982254028
G3901690,14.39522910118103
G1801330,37.260300397872925
G1700650,3.4184372425079346
G4600910,10.876325607299805
G4600470,15.758192539215088
G3100750,6.298166036605835
G2601090,8.829376697540283
