gis_join,time
G5300470,9.02699089050293
G3100270,6.787121295928955
G3900610,7.321971416473389
G3101110,2.8251588344573975
G2600550,7.098220586776733
G2900210,8.504754066467285
G2701410,6.620971202850342
G5401010,8.792231321334839
G3101830,8.005002975463867
G4201170,7.997668743133545
G3100310,7.275836706161499
G0800870,8.494332790374756
G2601370,7.92218279838562
G3200310,5.949778318405151
G3901190,8.994362354278564
G3100650,6.662524938583374
G2901470,7.192958831787109
G3100150,7.307946443557739
G3000170,8.847073316574097
G4201290,8.64602017402649
G2000690,7.435435771942139
G0800470,9.052119731903076
G3400110,7.8934831619262695
G2901830,4.936362266540527
G4600890,8.33707070350647
G2902150,7.417701959609985
G2600650,8.626441478729248
G5100610,8.166091918945312
G4900110,8.793978214263916
G3701710,7.851110458374023
G0800170,8.882040739059448
G2701110,2.3934571743011475
G2700730,7.934770584106445
G2901610,8.105919122695923
G5500910,8.12295651435852
G5300230,8.988073825836182
G1901970,8.6407630443573
G5300690,2.093085527420044
G2101630,8.863652229309082
G0800110,8.339311122894287
G2700330,7.695073366165161
G0801030,8.341742753982544
G4701730,6.529582262039185
G5600030,7.354352712631226
G3100330,4.837137460708618
G3000410,8.754607439041138
G2600730,6.367641925811768
G2000650,8.204784631729126
G1600130,7.857004880905151
G3600310,7.43977165222168
G2000710,8.909173011779785
G2500170,8.32642912864685
G3000470,7.568122863769531
G3600330,8.976100444793701
G1700330,7.9884374141693115
G2100290,8.317042112350464
G3900530,8.709095239639282
G5400910,8.988023519515991
G3101370,8.517259359359741
G2001650,6.7348387241363525
G2601230,6.170480012893677
G5100910,8.258360147476196
G3600250,8.285540103912354
G5500590,8.931884765625
G2300190,8.275873184204102
G4201270,8.692814111709595
G5101250,8.732154369354248
G4600830,8.636250257492065
G2600290,8.926774740219116
G4200630,8.819373846054077
G2000230,7.901890754699707
G1900210,9.152154684066772
G3901490,9.286912441253662
G2601350,6.606740474700928
G5100490,8.028854846954346
G1700830,7.381165027618408
G1801550,8.573282480239868
G5500570,2.7104058265686035
G3101530,7.338379859924316
G1701590,2.2796826362609863
G2900810,7.726335048675537
G4001390,8.197885751724243
G1701170,8.030710220336914
G1701070,6.9187517166137695
G5101770,6.723366022109985
G1801290,8.304487943649292
G3800590,7.485972881317139
G3800270,6.149957895278931
G3901690,3.7353410720825195
G1801330,6.898838758468628
G1700650,7.69474983215332
G4600910,7.8802149295806885
G4600470,8.715627670288086
G3100750,7.778293609619141
G2601090,8.419817924499512
G5100030,8.889475345611572
G2701570,4.884687900543213
G1900290,7.970099925994873
G3600090,7.70703125
G2700290,7.429261922836304
G4700350,1.6312360763549805
G2900550,9.098459959030151
G2001390,8.573707103729248
G1702010,7.539846897125244
G3901390,8.703666925430298
G4600070,9.014487981796265
G5500030,6.690800189971924
G5400530,2.936422109603882
G4400030,8.277703046798706
G2001850,8.134010314941406
G4600790,7.110231399536133
G1900830,3.855768918991089
G3701730,6.699612379074097
G4701710,7.319573402404785
G1800510,7.683819532394409
G3400370,1.537665843963623
